"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1000614,"     C/1240 B1","1240 B1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2173988.1,-226012,1240-01-21.6,J2000,1.0000,,0.668,75.30,135.10,331.40,,,,2173988.10,1240-01-21.6,,,,,,,,,,,,,,,,,,PAR,Ogura,22,1240-02-02,1240-02-24,4,,,,,T,,,,,,,,
1000615,"     C/1245 D1","1245 D1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2175884.5,-224116,1245-04-01.0,J2000,1.0000,,0.500,20.00,180.00,87.00,,,,2175884.50,1245-04-01.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,33,1245-02-25,1245-03-30,,,,,,T,,,,,,,,
1000616,"     C/1264 N1","1264 N1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2182934.8,-217066,1264-07-20.2,J2000,1.0000,,0.825,16.40,151.04,159.71,,,,2182934.79,1264-07-20.2,,,,,,,,,,,,,,,,,,PAR,Hoek,70,1264-07-25,1264-10-03,7,,,,,T,,,,,,,,
1000617,"     C/1293 V1","1293 V1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2193626.5,-206374,1293-10-28.0,J2000,1.0000,,0.780,30.00,89.00,313.00,,,,2193626.50,1293-10-28.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,28,1293-11-25,1293-12-23,,,,,,T,,,,,,,,
1000618,"     C/1299 B1","1299 B1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2195607.3,-204393,1299-03-31.8,J2000,1.0000,,0.318,111.00,116.94,103.89,,,,2195607.31,1299-03-31.8,,,,,,,,,,,,,,,,,,PAR,Pingre,40,1299-01-24,1299-03-05,3,,,,,T,,,,,,,,
1000619,"     C/1304 C1","1304 C1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2197379.0,-202622,1304-02-05.5,J2000,1.0000,,0.840,65.00,88.70,25.00,,,,2197379.00,1304-02-05.5,,,,,,,,,,,,,,,,,,PAR,"Hughes, Yau and Step",75,1304-02-03,1304-04-18,,,,,,T,,,,,,,,
1000620,"     C/1304 Y1","1304 Y1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2197727.5,-202273,1305-01-19.0,J2000,1.0000,,0.650,99.00,106.00,56.00,,,,2197727.50,1305-01-19.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,4,1304-12-26,1304-12-30,,,,,,T,,,,,,,,
1000621,"     C/1315 U1","1315 U1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2201648.6,-198352,1315-10-15.1,J2000,1.0000,,1.650,125.30,176.30,27.30,,,,2201648.60,1315-10-15.1,,,,,,,,,,,,,,,,,,PAR,Marsden,67,1315-12-07,1316-02-12,6,,,,,T,,,,,,,,
1000622,"     C/1337 M1","1337 M1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2209562.4,-190438,1337-06-14.8,J2000,1.0000,,0.749,143.60,97.61,79.61,,,,2209562.35,1337-06-14.8,,,,,,,,,,,,,,,,,,PAR,Hasegawa,54,1337-06-26,1337-08-19,7,,,,,T,,,,,,,,
1000623,"     C/1340 F1","1340 F1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2210626.1,-189374,1340-05-13.6,J2000,1.0000,,1.136,176.48,187.63,32.44,,,,2210626.12,1340-05-13.6,,,,,,,,,,,,,,,,,,PAR,Landgraf,11,1340-03-26,1340-04-06,3,,,,,T,,,,,,,,
1000624,"     C/1345 O1","1345 O1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2212553.5,-187447,1345-08-23.0,J2000,1.0000,,0.890,23.00,150.00,210.00,,,,2212553.50,1345-08-23.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,3,1345-07-31,1345-08-03,,,,,,T,,,,,,,,
1000625,"     C/1351 W1","1351 W1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2214832.5,-185168,1351-11-19.0,J2000,1.0000,,1.010,7.00,264.00,165.00,,,,2214832.50,1351-11-19.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,6,1351-11-24,1351-11-30,3,,,,,T,,,,,,,,
1000626,"     C/1362 E1","1362 E1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2218583.5,-181417,1362-02-25.0,J2000,1.0000,,0.300,155.00,291.00,348.00,,,,2218583.50,1362-02-25.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,27,1362-03-05,1362-04-01,3,,,,,T,,,,,,,,
1000627,"     C/1368 E1","1368 E1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2220844.5,-179156,1368-05-05.0,J2000,1.0000,,0.480,131.00,217.00,90.00,,,,2220844.50,1368-05-05.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,19,1368-04-07,1368-04-26,,,,,,T,,,,,,,,
1000628,"     C/1376 M1","1376 M1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2223854.2,-176146,1376-07-31.7,J2000,1.0000,,0.550,76.00,300.70,81.00,,,,2223854.20,1376-07-31.7,,,,,,,,,,,,,,,,,,PAR,Hasegawa,47,1376-06-22,1376-08-08,3,,,,,T,,,,,,,,
1000630,"     C/1402 D1","1402 D1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2233217.5,-166783,1402-03-21.0,J2000,1.0000,,0.380,55.00,126.00,91.00,,,,2233217.50,1402-03-21.0,,,,,,,,,,,,,,,,,,PAR,Hind,,1402-??-??,1402-??-??,,,,,,T,,,,,,,,
1000631,"     C/1433 R1","1433 R1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2244772.8,-155228,1433-11-08.2,J2000,1.0000,,0.493,103.98,104.25,189.39,,,,2244772.77,1433-11-08.2,,,,,,,,,,,,,,,,,,PAR,Celoria,26,1433-10-05,1433-10-31,3,,,,,T,,,,,,,,
1000632,"     C/1439 F1","1439 F1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2246780.5,-153220,1439-05-09.0,J2000,1.0000,,0.120,81.00,192.00,140.00,,,,2246780.50,1439-05-09.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,18,1439-03-25,1439-04-12,3,,,,,T,,,,,,,,
1000633,"     C/1449 Y1","1449 Y1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2250648.4,-149352,1449-12-09.8,J2000,1.0000,,0.327,155.68,268.81,356.69,,,,2250648.37,1449-12-09.8,,,,,,,,,,,,,,,,,,PAR,Celoria,48,1449-12-27,1450-02-13,20,,,,,T,,,,,,,,
1000635,"     C/1457 L1","1457 L1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2253446.6,-146554,1457-08-08.1,J2000,1.0000,,0.770,7.33,187.55,183.28,,,,2253446.60,1457-08-08.1,,,,,,,,,,,,,,,,,,PAR,Celoria,45,1457-07-07,1457-08-21,3,,,,,T,,,,,,,,
1000636,"     C/1458 Y1","1458 Y1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2253902.5,-146098,1458-11-07.0,J2000,1.0000,,0.490,69.00,117.00,258.00,,,,2253902.50,1458-11-07.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,16,1458-12-27,1459-01-12,,,,,,T,,,,,,,,
1000637,"     C/1462 M1","1462 M1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2255268.5,-144732,1462-08-04.0,J2000,1.0000,,0.250,130.00,316.00,137.00,,,,2255268.50,1462-08-04.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,17,1462-06-29,1462-07-16,,,,,,T,,,,,,,,
1000638,"     C/1468 S1","1468 S1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2257524.8,-142476,1468-10-07.3,J2000,1.0000,,0.850,138.00,106.70,91.00,,,,2257524.80,1468-10-07.3,,,,,,,,,,,,,,,,,,PAR,Hasegawa,51,1468-09-22,1468-11-12,3,,,,,T,,,,,,,,
1000639,"     C/1471 Y1","1471 Y1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2258765.9,-141235,1472-03-01.4,J2000,1.0000,,0.486,170.87,292.87,245.73,,,,2258765.94,1472-03-01.4,,,,,,,,,,,,,,,,,,PAR,Celoria,12,1472-01-10,1472-01-22,3,,,,,T,,,,,,,,
1000640,"     C/1490 Y1","1490 Y1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2265638.5,-134362,1490-12-24.9,J2000,1.0000,,0.738,51.65,295.89,129.84,,,,2265638.47,1490-12-24.9,,,,,,,,,,,,,,,,,,PAR,Hind,22,1490-12-31,1491-01-22,3,,,,,T,,,,,,,,
1000641,"     C/1499 Q1","1499 Q1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2268818.5,-131182,1499-09-09.0,J2000,1.0000,,0.950,16.00,329.00,42.00,,,,2268818.50,1499-09-09.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,21,1499-08-16,1499-09-06,3,,,,,T,,,,,,,,
1000642,"     C/1500 H1","1500 H1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2269052.5,-130948,1500-04-30.0,J2000,1.0000,,1.110,99.00,305.00,352.00,,,,2269052.50,1500-04-30.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,63,1500-05-08,1500-07-10,3,,,,,T,,,,,,,,
1000643,"     C/1506 O1","1506 O1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2271364.0,-128636,1506-08-28.5,J2000,1.0000,,0.840,115.00,155.70,200.00,,,,2271364.00,1506-08-28.5,,,,,,,,,,,,,,,,,,PAR,Hasegawa,14,1506-07-31,1506-08-14,3,,,,,T,,,,,,,,
1000644,"     C/1532 R1","1532 R1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2280912.3,-119088,1532-10-18.8,J2000,1.0000,,0.519,32.59,93.81,24.53,,,,2280912.33,1532-10-18.8,,,,,,,,,,,,,,,,,,PAR,Olbers,37,1532-10-02,1532-11-08,3,,,,,T,,,,,,,,
1000645,"     C/1533 M1","1533 M1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2281151.9,-118849,1533-06-15.4,J2000,1.0000,,0.255,149.59,125.42,21.40,,,,2281151.92,1533-06-15.4,,,,,,,,,,,,,,,,,,PAR,Kokott,29,1533-06-29,1533-07-28,10,,,,,T,,,,,,,,
1000646,"     C/1538 A1","1538 A1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2282810.8,-117190,1537-12-30.3,J2000,1.0000,,0.148,42.46,356.20,287.70,,,,2282810.82,1537-12-30.3,,,,,,,,,,,,,,,,,,PAR,Landgraf,8,1538-01-17,1538-01-25,5,,,,,T,,,,,,,,
1000647,"     C/1539 H1","1539 H1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2283309.1,-116691,1539-05-12.6,J2000,1.0000,,0.961,18.60,55.10,174.50,,,,2283309.10,1539-05-12.6,,,,,,,,,,,,,,,,,,PAR,Hasegawa,36,1539-04-20,1539-05-26,3,,,,,T,,,,,,,,
1000648,"     C/1556 D1","1556 D1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2289499.2,-110501,1556-04-22.6,J2000,1.0000,,0.491,32.37,181.44,100.87,,,,2289499.19,1556-04-22.6,,,,,,,,,,,,,,,,,,PAR,Hoek,52,1556-02-27,1556-04-19,36,,,,,T,,,,,,,,
1000649,"     C/1557 T1","1557 T1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2290016.5,-109984,1557-09-22.0,J2000,1.0000,,0.500,42.00,212.00,94.00,,,,2290016.50,1557-09-22.0,,,,,,,,,,,,,,,,,,PAR,Hasegawa,19,1557-10-10,1557-10-29,3,,,,,T,,,,,,,,
1000650,"     C/1558 P1","1558 P1",,C,,,0,,,,,,,,,,,,,,,,,,,,EXT2021,2290338.5,-109662,1558-08-10.0,J2000,1.0000,,0.316,76.40,155.50,55.50,,,,2290322.51,1558-07-25.0,,,0.189,73.4,1.9,,,,,,,,,,,,,PAR,Meyer,26,1558-08-18,1558-09-13,9,,,,,,,,,,,,,
1000651,"     C/1577 V1","1577 V1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2297356.9,-102644,1577-10-27.4,J2000,1.0000,,0.177,104.88,31.24,255.67,,,,2297356.95,1577-10-27.4,,,,,,,,,,,,,,,,,,PAR,Woldstedt,74,1577-11-13,1578-01-26,24,,,,,T,,,,,,,,
1000652,"     C/1580 T1","1580 T1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2298451.5,-101549,1580-10-26.0,J2000,1.0000,,0.602,64.61,24.95,89.37,,,,2298485.49,1580-11-28.9,,,,,,,,,,,,,,,,,,PAR,Schjellerup,32,1580-10-11,1580-11-12,10,,,,,F,,,,,,,,
1000653,"     C/1582 J1","1582 J1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2299009.4,-100991,1582-05-06.9,J2000,1.0000,,0.169,118.54,233.03,331.89,,,,2299009.41,1582-05-06.9,,,,,,,,,,,,,,,,,,PAR,Marth,6,1582-05-12,1582-05-18,3,,,,,T,,,,,,,,
1000654,"     C/1585 T1","1585 T1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2300282.5,-99718,1585-11-10.0,J2000,1.0000,,1.095,6.13,43.14,331.78,,,,2300250.03,1585-10-08.5,,,,,,,,,,,,,,,,,,PAR,"Peters and Sawitsch",25,1585-10-28,1585-11-22,28,,,,,F,,,,,,,,
1000655,"     C/1590 E1","1590 E1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2301834.0,-98166,1590-02-08.5,J2000,1.0000,,0.568,150.45,171.34,307.67,,,,2301834.03,1590-02-08.5,,,,,,,,,,,,,,,,,,PAR,Hind,11,1590-03-05,1590-03-16,32,,,,,T,,,,,,,,
1000656,"     C/1593 O1","1593 O1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2303090.6,-96910,1593-07-19.0,J2000,1.0000,,0.089,87.91,169.92,12.07,,,,2303090.57,1593-07-19.0,,,,,,,,,,,,,,,,,,PAR,Lacaille,27,1593-08-04,1593-08-31,3,,,,,T,,,,,,,,
1000657,"     C/1596 N1","1596 N1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2304193.2,-95807,1596-07-25.7,J2000,1.0000,,0.567,128.08,335.96,59.41,,,,2304193.21,1596-07-25.7,,,,,,,,,,,,,,,,,,PAR,Hind,7,1596-07-27,1596-08-03,3,,,,,T,,,,,,,,
1000658,"     C/1618 Q1","1618 Q1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2312251.1,-87749,1618-08-17.6,J2000,1.0000,,0.513,21.49,298.84,24.80,,,,2312251.13,1618-08-17.6,,,,,,,,,,,,,,,,,,PAR,Pingre,24,1618-09-01,1618-09-25,7,,,,,T,,,,,,,,
1000659,"     C/1618 V1","1618 V1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2312322.4,-87678,1618-10-27.9,J2000,1.0000,,0.744,8.40,229.50,155.90,,,,2312322.40,1618-10-27.9,,,,,,,,,,,,,,,,,,PAR,Landgraf,28,1618-11-11,1618-12-09,6,,,,,T,,,,,,,,
1000660,"     C/1618 W1","1618 W1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2312334.4,-87666,1618-11-08.8,J2000,1.0000,,0.390,37.20,81.00,287.44,,,,2312334.35,1618-11-08.8,,,,,,,,,,,,,,,,,,PAR,Bessel,53,1618-11-30,1619-01-22,42,,,,,T,,,,,,,,
1000661,"     C/1639 U1","1639 U1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2320024.9,-79976,1639-11-29.4,J2000,1.0000,,0.816,61.70,219.70,237.40,,,,2320024.90,1639-11-29.4,,,,,,,,,,,,,,,,,,PAR,Landgraf,3,1639-10-25,1639-10-28,4,,,,,T,,,,,,,,
1000662,"     C/1652 Y1","1652 Y1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2324757.7,-75243,1652-11-13.1,J2000,1.0000,,0.848,79.46,93.00,300.19,,,,2324757.65,1652-11-13.1,,,,,,,,,,,,,,,,,,PAR,Halley,18,1652-12-20,1653-01-07,54,,,,,T,,,,,,,,
1000663,"     C/1661 C1","1661 C1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2001,2327754.9,-72246,1661-01-27.3,J2000,1.0000,,0.443,33.02,86.56,33.45,,,,2327754.88,1661-01-27.3,,,,,,,,,,,,,,,,,,PAR,Mechain,35,1661-02-03,1661-03-10,3,,,,,T,,,,,,,,
1000664,"     C/1664 W1","1664 W1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2329162.5,-70838,1664-12-04.9,J2000,1.0000,,1.026,158.70,86.05,310.68,,,,2329162.48,1664-12-04.9,,,,,,,,,,,,,,,,,,PAR,Lindelof,61,1664-12-14,1665-02-13,30,,,,,F,,,,,,,,
1000665,"     C/1665 F1","1665 F1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2329303.2,-70697,1665-04-24.7,J2000,1.0000,,0.106,103.89,232.70,156.09,,,,2329303.22,1665-04-24.7,,,,,,,,,,,,,,,,,,PAR,Halley,14,1665-04-06,1665-04-20,8,,,,,T,,,,,,,,
1000666,"     C/1668 E1","1668 E1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2330342.6,-69658,1668-02-28.0,J2000,1.0000,,0.067,144.38,3.21,109.81,,,,2330342.58,1668-02-28.0,,,,,,,,,,,,,,,,,,PAR,Kreutz,16,1668-03-05,1668-03-21,15,,,,,T,,,,,,,,
1000667,"     C/1672 E1","1672 E1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2331806.4,-68194,1672-03-01.9,J2000,1.0000,,0.695,82.97,302.69,109.52,,,,2331806.45,1672-03-01.9,,,,,,,,,,,,,,,,,,PAR,Berberich,24,1672-03-06,1672-03-30,34,,,,,T,,,,,,,,
1000668,"     C/1677 H1","1677 H1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2333698.0,-66302,1677-05-06.5,J2000,1.0000,,0.281,100.93,241.32,99.16,,,,2333698.03,1677-05-06.5,,,,,,,,,,,,,,,,,,PAR,Halley,9,1677-04-29,1677-05-08,10,,,,,T,,,,,,,,
1000670,"     C/1683 O1","1683 O1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2335957.1,-64043,1683-07-13.5,J2000,1.0000,,0.560,96.74,177.84,87.81,,,,2335957.09,1683-07-13.5,,,,,,,,,,,,,,,,,,PAR,Plummer,43,1683-07-24,1683-09-05,,,,,,T,,,,,,,,
1000671,"     C/1684 N1","1684 N1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2336288.3,-63712,1684-06-08.7,J2000,1.0000,,0.958,65.42,272.60,330.30,,,,2336288.26,1684-06-08.7,,,,,,,,,,,,,,,,,,PAR,Neugebauer,16,1684-07-01,1684-07-17,,,,,,T,,,,,,,,
1000672,"     C/1686 R1","1686 R1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2337117.8,-62883,1686-09-16.3,J2000,1.0000,,0.336,34.97,358.44,81.91,,,,2337117.83,1686-09-16.3,,,,,,,,,,,,,,,,,,PAR,Hind,29,1686-08-17,1686-09-15,3,,,,,T,,,,,,,,
1000673,"     C/1689 X1","1689 X1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2338289.2,-61711,1689-11-30.6,J2000,1.0000,,0.064,63.20,283.75,78.13,,,,2338289.16,1689-11-30.6,,,,,,,,,,,,,,,,,,PAR,Holetschek,13,1689-12-09,1689-12-22,4,,,,,T,,,,,,,,
1000674,"     C/1695 U1","1695 U1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2340442.3,-59558,1695-10-23.7,J2000,1.0000,,0.042,93.59,286.02,59.12,,,,2340442.27,1695-10-23.7,,,,,,,,,,,,,,,,,,PAR,Kreutz,20,1695-10-28,1695-11-17,13,,,,,T,,,,,,,,
1000675,"     C/1698 R1","1698 R1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2341532.0,-58468,1698-10-17.5,J2000,1.0000,,0.729,169.09,70.28,151.38,,,,2341532.02,1698-10-17.5,,,,,,,,,,,,,,,,,,PAR,Hind,26,1698-09-02,1698-09-28,3,,,,,T,,,,,,,,
1000676,"     C/1699 D1","1699 D1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2341620.4,-58380,1699-01-13.9,J2000,1.0000,,0.749,109.42,325.89,109.52,,,,2341620.40,1699-01-13.9,,,,,,,,,,,,,,,,,,PAR,Hind,11,1699-02-19,1699-03-02,3,,,,,T,,,,,,,,
1000677,"     C/1701 U1","1701 U1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2342627.4,-57373,1701-10-17.9,J2000,1.0000,,0.593,138.37,302.81,164.95,,,,2342627.41,1701-10-17.9,,,,,,,,,,,,,,,,,,PAR,Burckhardt,7,1701-10-28,1701-11-04,3,,,,,T,,,,,,,,
1000678,"     C/1702 H1","1702 H1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2342774.6,-57226,1702-03-14.1,J2000,1.0000,,0.647,4.38,193.29,309.64,,,,2342774.61,1702-03-14.1,,,,,,,,,,,,,,,,,,PAR,Burckhardt,11,1702-04-23,1702-05-04,5,,,,,T,,,,,,,,
1000679,"     C/1706 F1","1706 F1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2344193.2,-55807,1706-01-30.7,J2000,1.0000,,0.427,55.27,17.28,59.43,,,,2344193.21,1706-01-30.7,,,,,,,,,,,,,,,,,,PAR,Struyck,23,1706-03-20,1706-04-12,6,,,,,T,,,,,,,,
1000680,"     C/1707 W1","1707 W1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2344874.0,-55127,1707-12-12.4,J2000,1.0000,,0.859,88.65,56.92,27.16,,,,2344873.99,1707-12-12.4,,,,,,,,,,,,,,,,,,PAR,Struyck,26,1707-11-29,1707-12-25,4,,,,,T,,,,,,,,
1000681,"     C/1718 B1","1718 B1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2348560.9,-51440,1718-01-15.4,J2000,1.0000,,1.025,148.84,131.90,6.31,,,,2348560.91,1718-01-15.4,,,,,,,,,,,,,,,,,,PAR,Argelander,18,1718-01-18,1718-02-05,13,,,,,T,,,,,,,,
1000682,"     C/1723 T1","1723 T1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2350642.6,-49358,1723-09-28.1,J2000,1.0000,,0.999,130.03,18.10,331.38,,,,2350642.63,1723-09-28.1,,,,,,,,,,,,,,,,,,PAR,Spoerer,59,1723-10-20,1723-12-18,15,,,,,T,,,,,,,,
1000683,"     C/1729 P1","1729 P1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2352731.1,-47269,1729-06-16.6,J2000,1.0000,,4.051,77.09,314.39,10.40,,,,2352731.15,1729-06-16.6,,,,,,,,,,,,,,,,,,PAR,Hind,135,1729-09-03,1730-01-16,3,,,,,T,,,,,,,,
1000684,"     C/1733 K1","1733 K1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2354150.7,-45850,1733-05-06.1,J2000,1.0000,,0.103,23.79,271.05,187.89,,,,2354150.66,1733-05-06.1,,,,,,,,,,,,,,,,,,PAR,"Koninckx, Vanoupline",7,1733-05-19,1733-05-26,4,,,,,T,,,,,,,,
1000685,"     C/1737 C1","1737 C1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2355516.3,-44484,1737-01-30.8,J2000,1.0000,,0.223,18.33,230.12,99.46,,,,2355516.35,1737-01-30.8,,,,,,,,,,,,,,,,,,PAR,Bradley,35,1737-02-26,1737-04-02,15,,,,,T,,,,,,,,
1000686,"     C/1739 K1","1739 K1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2356384.4,-43616,1739-06-17.9,J2000,1.0000,,0.674,124.26,211.04,104.75,,,,2356384.42,1739-06-17.9,,,,,,,,,,,,,,,,,,PAR,Lacaille,82,1739-05-28,1739-08-18,,,,,,T,,,,,,,,
1000687,"     C/1742 C1","1742 C1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2357351.2,-42649,1742-02-08.6,J2000,1.0000,,0.766,112.95,189.20,328.04,,,,2357351.20,1742-02-08.6,,,,,,,,,,,,,,,,,,PAR,Cohn,62,1742-03-05,1742-05-06,100,,,,,T,,,,,,,,
1000688,"     C/1743 C1","1743 C1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2357687.8,-42313,1743-01-11.3,J2000,1.0000,,0.838,2.28,70.30,26.25,,,,2357687.85,1743-01-11.3,,,,,,,,,,,,,,,,,,PAR,Olbers,16,1743-02-10,1743-02-26,4,,,,,T,,,,,,,,
1000689,"     C/1743 Q1","1743 Q1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2357940.6,-42060,1743-09-21.1,J2000,1.0000,,0.523,134.41,9.63,119.05,,,,2357940.65,1743-09-21.1,,,,,,,,,,,,,,,,,,PAR,d'Arrest,26,1743-08-18,1743-09-13,12,,,,,T,,,,,,,,
1000690,"     C/1743 X1","1743 X1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2358103.3,-41897,1744-03-01.8,J2000,1.0000,,0.222,47.14,49.30,151.49,,,,2358103.34,1744-03-01.8,,,,,,,,,,,,,,,,,,PAR,Plummer,71,1743-12-21,1744-03-01,76,,,,,T,,,,,,,,
1000691,"     C/1746 P1","1746 P1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2359200.4,-40800,1747-03-03.9,J2000,1.0000,,2.199,100.86,150.85,230.29,,,,2359200.42,1747-03-03.9,,,,,,,,,,,,,,,,,,PAR,Maraldi,114,1746-08-13,1746-12-05,30,,,,,T,,,,,,,,
1000692,"     C/1748 H1","1748 H1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2359622.8,-40378,1748-04-29.3,J2000,1.0000,,0.841,94.53,236.38,17.83,,,,2359622.81,1748-04-29.3,,,,,,,,,,,,,,,,,,PAR,Maraldi,51,1748-05-10,1748-06-30,20,,,,,T,,,,,,,,
1000693,"     C/1748 K1","1748 K1",,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2359673.9,-40327,1748-06-19.3,J2000,1.0000,,0.625,67.08,36.64,245.67,,,,2359673.89,1748-06-19.3,,,,,,,,,,,,,,,,,,PAR,Bessel,3,1748-05-19,1748-05-22,3,,,,,T,,,,,,,,
